DOI,Title,Authors,Abstract,Journal,Year
10.1155/2018/1670328,Reference Gene Selection for Quantitative Real-Time PCR of Mycelia from<i>Lentinula edodes</i>under High-Temperature Stress,"Xu Zhao, Huanling Yang, Mingjie Chen, Xiaoxia Song, Changxia Yu, Yan Zhao, Yuejin Wu","Housekeeping genes are important for measuring the transcription expression of functional genes; 10 traditional reference genes,TUB, TUA, GADPH, EF1, 18S, GTP, ACT, UBI, UBC,andH2A, were tested for their adequacy inLentinula edodes(L. edodes). Using specific primers, mRNA levels of these candidate housekeeping genes were evaluated in mycelia ofL. edodes, which were treated with high-temperature stress at 37°C for 0, 4, 8, 12, 18, and 24 hours. After treatment, expression stability of candidate genes was evaluated using three statistical software programs: geNorm, NormFinder, and BestKeeper. According to geNorm,TUBhad the lowest M values inL. edodesstrains 18 and 18N44. Using NormFinder, the best candidate reference gene in strain 18 wasTUB(0.030), and the best candidate reference gene in strain 18N44 wasUBI(0.047). In BestKeeper analysis, the standard deviation (SD) values ofUBC,TUA,H2A,EF1,ACT,18S, andGTPin strain 18 and those ofGADPHandGTPin strain 18N44 were greater than 1; thus, these genes were disqualified as reference genes. Taken together, onlyUBIandTUBwere found to be desirable reference genes by BestKeeper software. Based on the results of three software analyses,TUBwas the most stable gene under all conditions and was verified as an appropriate reference gene for quantitative real-time polymerase chain reaction inL. edodesmycelia under high-temperature stress.",BioMed Research International,2018
10.1139/gen-2017-0176,Selecting and validating reference genes for quantitative real-time PCR in <i>Plutella xylostella</i> (L.),"Yanchun You, Miao Xie, Liette Vasseur, Minsheng You"," Gene expression analysis provides important clues regarding gene functions, and quantitative real-time PCR (qRT-PCR) is a widely used method in gene expression studies. Reference genes are essential for normalizing and accurately assessing gene expression. In the present study, 16 candidate reference genes (ACTB, CyPA, EF1-α, GAPDH, HSP90, NDPk, RPL13a, RPL18, RPL19, RPL32, RPL4, RPL8, RPS13, RPS4, α-TUB, and β-TUB) from Plutella xylostella were selected to evaluate gene expression stability across different experimental conditions using five statistical algorithms (geNorm, NormFinder, Delta Ct, BestKeeper, and RefFinder). The results suggest that different reference genes or combinations of reference genes are suitable for normalization in gene expression studies of P. xylostella according to the different developmental stages, strains, tissues, and insecticide treatments. Based on the given experimental sets, the most stable reference genes were RPS4 across different developmental stages, RPL8 across different strains and tissues, and EF1-α across different insecticide treatments. A comprehensive and systematic assessment of potential reference genes for gene expression normalization is essential for post-genomic functional research in P. xylostella, a notorious pest with worldwide distribution and a high capacity to adapt and develop resistance to insecticides. ",Genome,2018
10.3390/molecules23040802,Expression Stabilities of Ten Candidate Reference Genes for RT-qPCR in Zanthoxylum bungeanum Maxim,"Xitong Fei, Qianqian Shi, Tuxi Yang, Zhaoxue Fei, Anzhi Wei","Real-time reverse transcription quantitative PCR has become a common method for studying gene expression, however, the optimal selection of stable reference genes is a prerequisite for obtaining accurate quantification of transcript abundance. Suitable reference genes for RT-qPCR have not yet been identified for Chinese prickly ash (Zanthoxylum bungeanum Maxim.). Chinese prickly ash is the source of an important food seasoning in China. In recent years, Chinese prickly ash has also been developed as a medicinal plant. The expression stabilities of ten genes (18S, 28S, EF, UBA, UBQ, TIF, NTB, TUA, RPS, and TIF5A) were evaluated in roots, stems, leaves, flowers and fruits at five developmental stages and also under stress from cold, drought, and salt. To do this we used three different statistical algorithms: geNorm, NormFinder and BestKeeper. Among the genes investigated, UBA and UBQ were found to be most stable for the different cultivars and different tissues examined, UBQ and TIF for fruit developmental stage. Meanwhile, EF and TUA were most stable under cold treatment, EF and UBQ under drought treatment and NTB and RPS under salt treatment. UBA and UBQ for all samples evaluated were most stably expressed, but 18S, TUA and RPS were found to be generally unreliable as reference genes. Our results provide a basis for the future selection of reference genes for biological research with Chinese prickly ash, under a variety of conditions.",Molecules,2018
10.1007/s10876-017-1313-y,Validation of Reference Genes for Silver Nanotoxicity Analysis in MCF-7 Cell Line,"Zakieh Karimi, Atieh Hashemi",,Journal of Cluster Science,2017
10.1371/journal.pone.0191116,"Selection of housekeeping genes and demonstration of RNAi in cotton leafhopper, Amrasca biguttula biguttula (Ishida)","Satnam Singh, Mridula Gupta, Suneet Pandher, Gurmeet Kaur, Pankaj Rathore, Subba Reddy Palli",,PLOS ONE,2018
10.1371/journal.pone.0190559,Selection of appropriate reference genes for the detection of rhythmic gene expression via quantitative real-time PCR in Tibetan hulless barley,"Jing Cai, Pengfei Li, Xiao Luo, Tianliang Chang, Jiaxing Li, Yuwei Zhao, Yao Xu",,PLOS ONE,2018
10.1016/j.jcs.2017.12.004,Identification of suitable reference gene for quantitative transcription analysis (RT-qPCR) of Fusarium culmorum genes in infected barley plants,"Zuzana Faltusová, Jozef Pavel, Kateřina Vaculová, Jana Chrpová, Jaroslava Ovesná",,Journal of Cereal Science,2018
10.1007/s10535-017-0754-3,Assessment of reference genes for real-time quantitative PCR normalization in Ilex paraguariensis leaves during drought,"R. M. Acevedo, E. H. Avico, O. A. Ruiz, P. A. Sansberro",,Biologia plantarum,2018
10.1016/j.gene.2017.09.057,Comprehensive evaluation of candidate reference genes for gene expression studies in Lysiphlebia japonica (Hymenoptera: Aphidiidae) using RT-qPCR,"Xue-Ke Gao, Shuai Zhang, Jun-Yu Luo, Chun-Yi Wang, Li-Min Lü, Li-Juan Zhang, Xiang-Zhen Zhu, Li Wang, Hui Lu, Jin-Jie Cui",,Gene,2017
10.1186/s12864-017-4356-4,A tissue-based approach to selection of reference genes for quantitative real-time PCR in a sheep osteoporosis model,"Felix Schulze, Deeksha Malhan, Thaqif El Khassawna, Christian Heiss, Anja Seckinger, Dirk Hose, Angela Rösen-Wolff",,BMC Genomics,2017
10.1186/s13104-017-3005-y,Selection of a suitable reference gene for quantitative gene expression in mouse lymph nodes after vaccination,"Yung-Yi C. Mosley, Harm HogenEsch",,BMC Research Notes,2017
10.1080/20013078.2017.1347019,A comprehensive method for identification of suitable reference genes in extracellular vesicles,"Kenneth Gouin, Kiel Peck, Travis Antes, Jennifer Leigh Johnson, Chang Li, Sharon Denise Vaturi, Ryan Middleton, Geoff de Couto, Ann‐Sophie Walravens, Luis Rodriguez‐Borlado, Rachel Ruckdeschel Smith, Linda Marbán, Eduardo Marbán, Ahmed Gamal‐Eldin Ibrahim","ABSTRACTReverse transcription–quantitative polymerase chain reaction (RT‐qPCR) is one of the most sensitive, economical and widely used methods for evaluating gene expression. However, the utility of this method continues to be undermined by a number of challenges including normalization using appropriate reference genes. The need to develop tailored and effective strategies is further underscored by the burgeoning field of extracellular vesicle (EV) biology. EVs contain unique signatures of small RNAs including microRNAs (miRs). In this study we develop and validate a comprehensive strategy for identifying highly stable reference genes in a therapeutically relevant cell type, cardiosphere‐derived cells. Data were analysed using the four major approaches for reference gene evaluation: NormFinder, GeNorm, BestKeeper and the Delta Ct method. The weighted geometric mean of all of these methods was obtained for the final ranking. Analysis of RNA sequencing identified miR‐101‐3p, miR‐23a‐3p and a previously identified EV reference gene, miR‐26a‐5p. Analysis of a chip‐based method (NanoString) identified miR‐23a, miR‐217 and miR‐379 as stable candidates. RT‐qPCR validation revealed that the mean of miR‐23a‐3p, miR‐101‐3p and miR‐26a‐5p was the most stable normalization strategy. Here, we demonstrate that a comprehensive approach of a diverse data set of conditions using multiple algorithms reliably identifies stable reference genes which will increase the utility of gene expression evaluation of therapeutically relevant EVs.",Journal of Extracellular Vesicles,2017
10.3409/fb65_3.165,The Reference Gene Selection to Study <i>PRNP</i> Gene Expression in Sheep,"Agata Piestrzynska-Kajtoch, Grzegorz Smołucha, Maria Oczkowicz, Anna Kycko, Mirosław P. Polak, Wojciech Kozaczyński, Anna Kozubska-Sobocińska, Jan F. Żmudziński, Barbara Rejduch",,Folia Biologica,2017
10.1093/jee/tox253,Selection of Reference Genes for Expression Studies in Diaphorina citri (Hemiptera: Liviidae),"Meire Menezes Bassan, Jéssika Angelotti-Mendonça, Gustavo Rodrigues Alves, Pedro Takao Yamamoto, Francisco de Assis Alves Mourão Filho",,Journal of Economic Entomology,2017
10.1371/journal.pone.0189405,Stability evaluation of reference genes for gene expression analysis by RT-qPCR in soybean under different conditions,"Qiao Wan, Shuilian Chen, Zhihui Shan, Zhonglu Yang, Limiao Chen, Chanjuan Zhang, Songli Yuan, Qinnan Hao, Xiaojuan Zhang, Dezhen Qiu, Haifeng Chen, Xinan Zhou",,PLOS ONE,2017
10.1038/s41598-017-16916-y,A simple method to assess group difference in RT-qPCR reference gene selection using GeNorm: The case of the placental sex,"Joey St-Pierre, Jean-Charles Grégoire, Cathy Vaillancourt","AbstractNormalization with proper reference genes is a crucial step in obtaining accurate mRNA expression levels in RT-qPCR experiments. GeNorm and NormFinder are two commonly used software packages that help in selecting the best reference genes, based on their expression stability. However, GeNorm does not take into account a group variable, such as sample sex, in its calculation. We demonstrate a simple calculation step to assess the variability of such parameters by multiplying the GeNorm M value with the difference of Cq values between groups. To test this, we used 28 reference gene candidates, to analyze 20 placental samples (10 of each sex), and by using HPRT1 (lower Cq values in male placentas (P = 0.017)), as a target gene. Our calculation demonstrates that the RPL30 – GAPDH reference gene combination is the better option to assess small placental sex differences in mRNA level, versus the selection obtained from GeNorm or NormFinder. The HPRT1 normalized mRNA expression level is different between placental sexes, using RPL30 and GAPDH as reference genes (P = 0.01), but not when using genes suggested by GeNorm or NormFinder. These results indicate that the proposed calculation is appropriate to assess small variations in mRNA expression between 2 groups.",Scientific Reports,2017
10.1007/s11295-017-1213-1,A panel of the most suitable reference genes for RT-qPCR expression studies of coffee: screening their stability under different conditions,"Christiane Noronha Fernandes-Brum, Bruno de Oliveira Garcia, Rafael Oliveira Moreira, Solange Aparecida Ságio, Horllys Gomes Barreto, André Almeida Lima, Natália Chagas Freitas, Renato Ribeiro de Lima, Carlos Henrique Siqueira de Carvalho, Antonio Chalfun-Júnior",,Tree Genetics &amp; Genomes,2017
10.1111/jph.12614,Identification and validation of reference genes for <scp>RT</scp>‐<scp>qPCR</scp> analysis in banana (<i>Musa</i> spp.) under Fusarium wilt resistance induction conditions,"Lucheng Zhang, Lan Liu, Ping Cheng, Hanguo Shen, Biao Rong, Wen Liu, Guohui Yu","AbstractBanana (Musa spp.) is severely damaged by Fusarium wilt caused by Fusarium oxysporum f. sp. cubense (Foc). Biocontrol by inducing systemic resistance has been considered as one of the most important strategies to improve plant health. Very few studies have investigated appropriate reference gene selection for RT‐qPCR (quantitative real‐time polymerase chain reaction) analysis suitable for conditions of systemic activated resistance. In this study, we assessed over a time‐course the expression of seven candidate reference genes (EF1, TUB, ACT1, ACT2, L2, RPS2 and RAN) for Cavendish cultivar Brazilian (Musa spp. AAA) and dwarf banana cultivar Guangfen No. 1 (Musa spp. ABB) that were inoculated by Bacillus subtilis strain TR21 and Foc. We choose these plants because they are commonly planted in Southern China. Expression stability of the candidate genes was evaluated using various software packages (GeNorm, NormFinder and BestKeeper). L2 and TUB genes displayed maximum stability in Guangfen No. 1. In Brazilian, ACT1 and TUB were the most stable genes. To further validate the suitability of the reference genes identified in this study, the expression of pathogenesis‐related 1 (PR1) gene under TR21 and Foc strains Foc004/Foc009 treatments was also studied. Identified reference genes in this work that are most suitable for normalizing gene expression data in banana under Fusarium wilt resistance induction conditions will contribute to the understanding of disease resistance mechanisms induced by biocontrol strains in banana.",Journal of Phytopathology,2017
10.1007/s11802-017-3339-z,Selection of reference genes for expression analysis of Kumamoto and Portuguese oysters and their hybrid,"Lulu Yan, Jiaqi Su, Zhaoping Wang, Xiwu Yan, Ruihai Yu",,Journal of Ocean University of China,2017
10.1038/s41598-017-13925-9,Reference genes validation in Phenacoccus solenopsis under various biotic and abiotic stress conditions,"Surjeet Kumar Arya, Gourav Jain, Santosh Kumar Upadhyay, Sarita, Harpal Singh, Sameer Dixit, Praveen Chandra Verma","AbstractReal-time PCR (RT-qPCR) expression analysis is a powerful analytical technique, but for normalization of data requires the use of stable reference genes. However, suitable reference genes are still not known in the case ofPhenacoccus solenopsisunder variable experimental treatments. The present study focused on the identification of stable housekeeping genes as a reference for analysis under different abiotic and biotic factors inP.solenopsis. We analyzed the relative expression of six commonly used candidate reference genes in different developmental stages, host-feeding assay, temperature treatments and field distribution conditions. Expression stabilities were analyzed by geNorm, NormFinder, and RefFinder. Under developmental and field distribution conditions,β-Tubulinwas found to be most stable reference genes followed byrpl32 and α-Tubulin. In the case host feeding treatment conditions,β-Tubulinandα-tubulinidentified to be the most stable reference genes, while in temperature stress, a combination ofα-Tubulinandrpl32found to be suitable for normalizing the RT-qPCR data. Further, the above-identified genes were validated using RT-qPCR based gene expression analysis of four objective genes namely,Myoinhibitory peptides(MIPs),Zinc_metalloprotease(Zn_Mp),fatty acid synthase(fas)and alpha-glucosidase. Identified reference genes will facilitate gene expression studies in future under different stress treatments inP.solenopsis.",Scientific Reports,2017
10.1016/j.etap.2017.09.011,Selection of reference genes for quantitative real-time PCR analysis in chicken ovary following silver nanoparticle treatment,"Dorota Katarzyńska-Banasik, Małgorzata Grzesiak, Andrzej Sechman",,Environmental Toxicology and Pharmacology,2017
10.1038/s41598-017-11019-0,Selection of reference genes suitable for normalization of qPCR data under abiotic stresses in bioenergy crop Arundo donax L.,"Michele Poli, Silvio Salvi, Mingai Li, Claudio Varotto","AbstractSuitable reference gene selection in qRT-PCR is a key pre-requisite to produce reliable data in gene expression analyses. In this study, novel primers for six commonly used reference genes (AC1, TLF, Act2, TUB α, EF-1α and GAPDH) plus two new candidates (pDUF221 and RPN6) were designed and comparatively tested for expression stability under abiotic stresses (osmotic, heavy metal and heat shock) in shoot, root and their combination of Arundo donax L., a raising non-food energy crop. Expression stability rankings from the most to the least stable gene in each condition and in two tissues (young shoots and roots) were generated with geNorm, NormFinder and BestKeeper programs. All programs provided similar rankings and, strikingly, in most cases identified one of the new candidates, RPN6, as the most suitable reference gene. This novel set of reliable references allows to choose either the best combination of reference genes across multiple stress/organ conditions or to select condition-specific genes that can improve the quality of qRT-PCR analysis. This work provides a solid basis for the functional characterization of A. donax, by enabling accurate quantification of the transcriptional responsiveness under a series of common stress conditions of any gene of interest in this promising biomass/bioenergy species.",Scientific Reports,2017
10.1038/s41598-017-09156-7,Identification of Endogenous Reference Genes for RT-qPCR Expression Analysis in Urochloa brizantha Under Abiotic Stresses,"Luciana Midori Takamori, Alyne Valéria Carrion Pereira, Gustavo Maia Souza, Luiz Gonzaga Esteves Vieira, Alessandra Ferreira Ribas","AbstractUrochloa brizantha is one of the most important warm season forage grasses in tropical countries. Despite its importance, there are few studies on gene expression in this species under stressful conditions. Real-time (RT-qPCR) is an accurate technique for gene quantification analysis, but reference genes must be validated under the same conditions used to assess the expression of the target genes. Here, we evaluated the stability of nine reference genes: Actin 12, Eukaryotic initiation factor 4 A, Elongation factor-1 alpha, FTSH protease 4, U2 auxiliary fator, Succinol Co-enzyme A, Tubulin alfa-5, Tubulin beta-6, Ubiquitin conjugating enzyme. Total RNA was extract from leaf tissues of U. brizantha subjected to 6, 12 and 24 h of cold and heat stresses (10 and 45 °C, respectively), and drought, including moderate (−0.5 to −0.7 MPa), severe (−1.1 to −1.8 MPa) and recovery after re-watering. The RefFinder web-based tool was used to rank the most stable reference genes for each stress. Elongation factor-1 alpha, Elongation factor-1 alpha or Ubiquitin conjugating enzyme, and Eukaryotic initiation factor 4 A were the most stable genes for heat, cold and drought stress, respectively. The expression of Rubisco large subunit gene was normalized against the most stable gene selected by ReFfinder for each stress.",Scientific Reports,2017
10.1038/s41598-017-08630-6,"Evaluation of Candidate Reference Genes for Quantitative Gene Expression Analysis in Spodoptera exigu
                     a after Long-time Exposure to Cadmium","Anna Płachetka-Bożek, Maria Augustyniak","AbstractStudies on the transcriptional control of gene expression play an important role in many areas of biology. Reference genes, which are often referred to as housekeeping genes, such as GAPDH, G3PDH, EF2, RpL7A, RpL10, TUBα and Actin, have traditionally been assumed to be stably expressed in all conditions, and they are frequently used to normalize mRNA levels between different samples in qPCR analysis. However, it is known that the expression of these genes is influenced by numerous factors, such as experimental conditions. The difference in gene expression underlies a range of biological processes, including development, reproduction and behavior. The aim of this study was to show the problems associated with using reference genes in the qPCR technique, in a study on inbred strains of Spodoptera exigua selected toward cadmium resistance. We present and discuss our results and observations, and give some recommendations concerning the use and limitations of housekeeping genes as internal standards, especially in research on insects. Our results suggest that holometabolism and poikilothermia, as well as time since metamorphosis and the level of exposure to the selective factor (cadmium in this case), have a significant effect on the expression of reference genes.",Scientific Reports,2017
10.1038/s41598-017-08813-1,RNA interference in the Asian Longhorned Beetle:Identification of Key RNAi Genes and Reference Genes for RT-qPCR,"Thais B. Rodrigues, Ramesh Kumar Dhandapani, Jian J. Duan, Subba Reddy Palli","AbstractAsian Longhorned Beetle (ALB) Anoplophora glabripennis is a serious invasive forest pest in several countries including the United States, Canada, and Europe. RNA interference (RNAi) technology is being developed as a novel method for pest management. Here, we identified the ALB core RNAi genes including those coding for Dicer, Argonaute, and double-stranded RNA-binding proteins (dsRBP) as well as for proteins involved in dsRNA transport and the systemic RNAi. We also compared expression of six potential reference genes that could be used to normalize gene expression and selected gapdh and rpl32 as the most reliable genes among different tissues and stages of ALB. Injection of double-stranded RNA (dsRNA) targeting gene coding for inhibitor of apoptosis (IAP) into larvae and adults resulted in a significant knockdown of this gene and caused the death of 90% of the larvae and 100% of adults. No mortality of both larvae and adults injected with dsRNA targeting gene coding for green fluorescence protein (GFP, as a negative control) was observed. These data suggest that functional RNAi machinery exists in ALB and a potential RNAi-based method could be developed for controlling this insect.",Scientific Reports,2017
10.1038/s41598-017-07430-2,"Reference gene selection to determine differences in mitochondrial gene expressions in phosphine-susceptible and phosphine-resistant strains of Cryptolestes ferrugineus, using qRT-PCR","Pei-An Tang, Jin-Yan Duan, Hai-Jing Wu, Xing-Rong Ju, Ming-Long Yuan","AbstractCryptolestes ferrugineusis a serious pest of stored grain and has developed high levels of resistance to phosphine fumigants in many countries. Measuring differences in expression levels of certain ‘resistant’ genes by quantitative real-time PCR (qRT-PCR) may provide insights into molecular mechanisms underlying resistance to phosphine inC. ferrugineus, but reliable qRT-PCR results depend on suitable reference genes (RGs). We evaluated the stability of nine candidate RGs across different developmental stages and phosphine strains ofC. ferrugineus, using four softwares. The results showed thatRPS13andEF1αwere the most stable RGs, whereasα-TUBwas the least under developmental stages. Across the different strains,RPS13andγ-TUBwere the most stable RGs, whereasCycAandGAPDHwere the least. We confirmed the reliability of the selected RGs by qRT-PCR analyses of the mitochondrialcox1gene. Expression ofcox1was not significantly different in the phosphine-resistant strain compared with the phosphine-susceptible strain, but three mitochondrial genes (nad3, atp6andcob) were significantly down-regulated. These results suggest that alterations in the expressions of these three genes may be associated with phosphine resistance inC. ferrugineus. The findings will facilitate future functional genomics studies on the development and phosphine resistance inC. ferrugineus.",Scientific Reports,2017
10.1038/s41598-017-07684-w,Selection of reference genes for expression analysis using RT-qPCR in the dissemination system of Heliothis virescens ascovirus 3 h (HvAV-3h),"Zi-Shu Chen, Ning-Ning Han, Jian-Hong Li, Guo-Hua Huang, Hu Wan","AbstractAscoviruses are double-stranded DNA viruses that mainly infect noctuid larvae, and are transmitted by the parasitoid wasp Microplitis similis Lyle. Ascovirus-parasitoids wasp-noctuid insects constitute the dissemination system. Selection of suitable reference genes for the dissemination system could play an important role in elucidating the pathogenic molecular mechanisms of ascovirus. Unfortunately, such studies on potential reference genes in the dissemination system of ascoviruses are lacking. In the present study, we evaluated 11 candidate reference genes: β-actin1 (ACT1), β-actin2 (ACT2), elongation factor 1 (EF1), elongation factor 2 (EF2), ribosomal protein L10 (L10), ribosomal protein L17A (L17A), superoxide dismutase (SOD), 28S ribosome (28S), Tubulin (TUB) and 18S ribosome (18S). The samples were originally from various virus concentrations and points-in-time of experimental treatments using RefFinder and four algorithms. The results showed that EF1 was the most stable internal gene in S. exigua and M. similis and that EF2 was the most stable in the IOZCAS-Spex-II-A cell line, and the stability of reference genes were confirmed via the expression levels of two inhibitor of apoptosis-like (iap-like) genes from Heliothis virescens ascovirus 3 h (HvAV-3h). This study provides a crucial basis for future research that explores the molecular mechanisms of the pathogenesis of ascoviruses.",Scientific Reports,2017
10.1016/j.fm.2017.07.001,Selection of reference genes to quantify relative expression of ochratoxin A-related genes by Penicillium nordicum in dry-cured ham,"Victoria Bernáldez, Juan J. Córdoba, María J. Andrade, Alberto Alía, Alicia Rodríguez",,Food Microbiology,2017
10.1007/s10482-017-0906-7,Selection and validation of reference genes for RT-qPCR indicates that juice of sugarcane varieties modulate the expression of C metabolism genes in the endophytic diazotrophic Herbaspirillum rubrisubalbicans strain HCC103,"Valéria Polese, Cleiton de Paula Soares, Paula Renata Alves da Silva, Jean Luiz Simões-Araújo, José Ivo Baldani, Marcia Soares Vidal",,Antonie van Leeuwenhoek,2017
10.1038/s41598-017-03730-9,Validation of optimal reference genes for quantitative real time PCR in muscle and adipose tissue for obesity and diabetes research,"Lester J. Perez, Liliam Rios, Purvi Trivedi, Kenneth D’Souza, Andrew Cowie, Carine Nzirorera, Duncan Webster, Keith Brunt, Jean-Francois Legare, Ansar Hassan, Petra C. Kienesberger, Thomas Pulinilkunnil","AbstractThe global incidence of obesity has led to an increasing need for understanding the molecular mechanisms that drive this epidemic and its comorbidities. Quantitative real-time RT-PCR (RT-qPCR) is the most reliable and widely used method for gene expression analysis. The selection of suitable reference genes (RGs) is critical for obtaining accurate gene expression information. The current study aimed to identify optimal RGs to perform quantitative transcriptomic analysis based on RT-qPCR for obesity and diabetes research, employing in vitro and mouse models, and human tissue samples. Using the ReFinder program we evaluated the stability of a total of 15 RGs. The impact of choosing the most suitable RGs versus less suitable RGs on RT-qPCR results was assessed. Optimal RGs differed between tissue and cell type, species, and experimental conditions. By employing different sets of RGs to normalize the mRNA expression of peroxisome proliferator-activated receptor gamma coactivator 1-alpha (PGC1α), we show that sub-optimal RGs can markedly alter the PGC1α gene expression profile. Our study demonstrates the importance of validating RGs prior to normalizing transcriptional expression levels of target genes and identifies optimal RG pairs for reliable RT-qPCR normalization in cells and in human and murine muscle and adipose tissue for obesity/diabetes research.",Scientific Reports,2017
10.1002/jnr.24089,Validation of reference genes for quantitative gene expression analysis in experimental epilepsy,"Chinmaya Sadangi, Felix Rosenow, Braxton A. Norwood","AbstractTo grasp the molecular mechanisms and pathophysiology underlying epilepsy development (epileptogenesis) and epilepsy itself, it is important to understand the gene expression changes that occur during these phases. Quantitative real‐time polymerase chain reaction (qPCR) is a technique that rapidly and accurately determines gene expression changes. It is crucial, however, that stable reference genes are selected for each experimental condition to ensure that accurate values are obtained for genes of interest. If reference genes are unstably expressed, this can lead to inaccurate data and erroneous conclusions. To date, epilepsy studies have used mostly single, nonvalidated reference genes. This is the first study to systematically evaluate reference genes in male Sprague–Dawley rat models of epilepsy. We assessed 15 potential reference genes in hippocampal tissue obtained from 2 different models during epileptogenesis, 1 model during chronic epilepsy, and a model of noninjurious seizures. Reference gene ranking varied between models and also differed between epileptogenesis and chronic epilepsy time points. There was also some variance between the four mathematical models used to rank reference genes. Notably, we found novel reference genes to be more stably expressed than those most often used in experimental epilepsy studies. The consequence of these findings is that reference genes suitable for one epilepsy model may not be appropriate for others and that reference genes can change over time. It is, therefore, critically important to validate potential reference genes before using them as normalizing factors in expression analysis in order to ensure accurate, valid results.",Journal of Neuroscience Research,2017
10.1038/s41598-017-02078-4,Validation of reference genes for the normalization of the RT-qPCR gene expression of virulence genes of Erwinia amylovora in apple shoots,"Monika Kałużna, Anita Kuras, Joanna Puławska","AbstractTo study the expression of pathogenicity-related genes inErwinia amylovora, seven candidate reference genes (ffh,glyA,gyrA,proC,pykA,recA,rpoB) were selected and validated with the following five different mathematic algorithms: geNorm, NormFinder, BestKeeper, the delta CT method and the RefFinder web-based tool. An overall comprehensive ranking output from each of the selected software programs revealed thatproCandrecA, followed byffhandpykA, were the most stably expressed genes and can be recommended for the normalization of RT-qPCR data. A combination of the three reference genes,proC,recAandffh, allowed for the accurate expression analysis ofamsBandhrpNgenes and the calculation of their fold change inE. amylovoraafter its infection of susceptible and resistant apple cultivars. To the best of our knowledge, this is the first study presenting a list of the most suitable reference genes for use in the relative quantification of target gene expression inE. amylovora in planta, selected on the basis of a multi-algorithm analysis.",Scientific Reports,2017
10.1038/s41598-017-01970-3,Selection of reference genes for microRNA analysis associated to early stress response to handling and confinement in Salmo salar,"Eduardo Zavala, Daniela Reyes, Robert Deerenberg, Rodrigo Vidal","AbstractMicroRNAs are key non-coding RNA molecules that play a relevant role in the regulation of gene expression through translational repression and/or transcript cleavage during normal development and physiological adaptation processes like stress. Quantitative reverse transcription polymerase chain reaction (RT-qPCR) has become the approach normally used to determine the levels of microRNAs. However, this approach needs the use of endogenous reference. An improper selection of endogenous references can result in confusing interpretation of data. The aim of this study was to identify and validate appropriate endogenous reference miRNA genes for normalizing RT-qPCR survey of miRNAs expression in four different tissues of Atlantic salmon, under handling and confinement stress conditions associated to early or primary stress response. Nine candidate reference normalizers, including microRNAs and nuclear genes, normally used in vertebrate microRNA expression studies were selected from literature, validated by RT-qPCR and analyzed by the algorithms geNorm and NormFinder. The results revealed that the ssa-miR-99-5p gene was the most stable overall and that ssa-miR-99-5p and ssa-miR-23a-5p genes were the best combination. Moreover, the suitability of ssa-miR-99-5p and ssa-miR-23a-5p as endogeneuos reference genes was demostrated by the expression analysis of ssa-miR-193-5p gene.",Scientific Reports,2017
10.1186/s13568-016-0314-9,Selection of reference genes from Shiraia bambusicola for RT-qPCR analysis under different culturing conditions,"Chen Zhang, Tong Li, Cheng-Lin Hou, Xiao-Ye Shen",,AMB Express,2017
10.1186/s12917-017-1281-3,Reference gene validation for gene expression normalization in canine osteosarcoma: a geNorm algorithm approach,"Gayathri Thevi Selvarajah, Floor A. S. Bonestroo, Elpetra P. M. Timmermans Sprang, Jolle Kirpensteijn, Jan A. Mol",,BMC Veterinary Research,2017
10.1002/ece3.3431,Selection of reference genes for <scp>qRT</scp>‐<scp>PCR</scp> and expression analysis of high‐altitude‐related genes in grassland caterpillars (Lepidoptera: Erebidae: <i>Gynaephora</i>) along an altitude gradient,"Li Zhang, Qi‐Lin Zhang, Xiao‐Tong Wang, Xing‐Zhuo Yang, Xiao‐Peng Li, Ming‐Long Yuan","AbstractChanges in gene expression patterns can reflect the adaptation of organisms to divergent environments. Quantitative real‐time PCR (qRT‐PCR) is an important tool for ecological adaptation studies at the gene expression level. The quality of the results of qRT‐PCR analysis largely depends on the availability of reliable reference genes (RGs). To date, reliable RGs have not been determined for adaptive evolution studies in insects using a standard approach. Here, we evaluated the reliability of 17 candidate RGs for five Gynaephora populations inhabiting various altitudes of the Tibetan Plateau (TP) using four independent (geNorm, NormFinder, BestKeeper, and the deltaCt method) and one comprehensive (RefFinder) algorithms. Our results showed that EF1‐α, RPS15, and RPS13 were the top three most suitable RGs, and a combination of these three RGs was the most optimal for normalization. Conversely, RPS2, ACT, and RPL27 were the most unstable RGs. The expression profiles of two target genes (HSP70 and HSP90) were used to confirm the reliability of the chosen RGs. Additionally, the expression patterns of four other genes (GPI, HIF1A, HSP20, and USP) associated with adaptation to extreme environments were assessed to explore the adaptive mechanisms of TP Gynaephora species to divergent environments. Each of these six target genes showed discrepant expression patterns among the five populations, suggesting that the observed expression differences may be associated with the local adaptation of Gynaephora to divergent altitudinal environments. This study is a useful resource for studying the adaptive evolution of TP Gynaephora to divergent environments using qRT‐PCR, and it also acts as a guide for selecting suitable RGs for ecological and evolutionary studies in insects.",Ecology and Evolution,2017
10.1371/journal.pone.0188477,Identification and validation of reference genes for gene expression analysis in Aphidius gifuensis (Hymenoptera: Aphidiidae),"Xue-Ke Gao, Shuai Zhang, Jun-Yu Luo, Chun-Yi Wang, Li-Min Lü, Li-Juan Zhang, Xiang-Zhen Zhu, Li Wang, Jin-Jie Cui",,PLOS ONE,2017
