PMID,Title,Authors,Abstract,Journal,Year,Country,DOI,PublicationType,MeSH,Keywords,methods&algorithms,organism
36729208,Selection of reference genes for RT-qPCR analysis in developing chicken embryonic ovary.,"Wang Yi, Zhang Yu-Qing, Wu Zi-Wei, Fang Ting, Wang Fang, Zhao Han, Du Zhi-Qiang, Yang Cai-Xia","Normalization of the expression profiling of target genes, in a tissue-specific manner and under different experimental conditions, requires stably expressed gene(s) to be used as internal reference(s). However, to study the molecular regulation of oocyte meiosis initiation during ovary development in chicken embryos, stable reference gene(s) still need to be compared and confirmed.",Molecular biology reports,2023.0,Netherlands,10.1007/s11033-023-08280-0,Journal Article,"Animals, Female, Chick Embryo, Chickens, Gene Expression Profiling, Ovary, Real-Time Polymerase Chain Reaction, Reference Standards","Chicken, Embryo, Ovary, RT-qPCR, Reference gene",No specific methods or algorithms mentioned in the abstract.,No specific organisms are mentioned in this abstract. It only discusses the need for stable reference genes for normalizing gene expression in chicken embryo ovary development.
35330136,Obtaining Reliable RT-qPCR Results in Molecular Diagnostics-MIQE Goals and Pitfalls for Transcriptional Biomarker Discovery.,"Grätz Christian, Bui Maria L U, Thaqi Granit, Kirchner Benedikt, Loewe Robert P, Pfaffl Michael W","In this review, we discuss the development pipeline for transcriptional biomarkers in molecular diagnostics and stress the importance of a reliable gene transcript quantification strategy. Hence, a further focus is put on the MIQE guidelines and how to adapt them for biomarker discovery, from signature validation up to routine diagnostic applications. First, the advantages and pitfalls of the holistic RNA sequencing for biomarker development will be described to establish a candidate biomarker signature. Sequentially, the RT-qPCR confirmation process will be discussed to validate the discovered biomarker signature. Examples for the successful application of RT-qPCR as a fast and reproducible quantification method in routinemolecular diagnostics are provided. Based on the MIQE guidelines, the importance of ""key steps"" in RT-qPCR is accurately described, e.g., reverse transcription, proper reference gene selection and, finally, the application of automated RT-qPCR data analysis software. In conclusion, RT-qPCR proves to be a valuable tool in the establishment of a disease-specific transcriptional biomarker signature and will have a great future in molecular diagnostics or personalized medicine.","Life (Basel, Switzerland)",2022.0,Switzerland,10.3390/life12030386,"Journal Article, Review",,"MIQE, RT-qPCR, biomarker signature, molecular diagnostics, transcriptional biomarkers","RNA sequencing, MIQE guidelines, RT-qPCR, reverse transcription, proper reference gene selection, automated RT-qPCR data analysis software.","[Human genes (not mentioned by species), RNA sequencing data, RT-qPCR]
The abstract does not mention any specific organisms (species, strains, or cell types) by name. However, it does discuss the use of human genes in the context of RNA sequencing data and RT-qPCR for molecular diagnostics. Therefore, I have listed ""human genes"" as the organisms mentioned in the abstract. Additionally, the abstract mentions ""RNA sequencing data, "" which could potentially come from any organism, but it is not clear from the context. Therefore, I have included it in the list as well, but with the caveat that it does not necessarily refer to human"
29780378,Selection and Validation of Reference Genes for Quantitative Real-Time PCR Normalization Under Ethanol Stress Conditions in <i>Oenococcus oeni</i> SD-2a.,"Peng Shuai, Liu Longxiang, Zhao Hongyu, Wang Hua, Li Hua","The powerful Quantitative real-time PCR (RT-qPCR) was widely used to assess gene expression levels, which requires the optimal reference genes used for normalization. <i>Oenococcus oeni</i> (<i>O. oeni</i>), as the one of most important microorganisms in wine industry and the most resistant lactic acid bacteria (LAB) species to ethanol, has not been investigated regarding the selection of stable reference genes for RT-qPCR normalization under ethanol stress conditions. In this study, nine candidate reference genes (<i>proC, dnaG, rpoA, ldhD, ddlA, rrs, gyrA, gyrB</i>, and <i>dpoIII</i>) were analyzed to determine the most stable reference genes for RT-qPCR in <i>O. oeni</i> SD-2a under different ethanol stress conditions (8, 12, and 16% (v/v) ethanol). The transcript stabilities of these genes were evaluated using the algorithms geNorm, NormFinder, and BestKeeper. The results showed that <i>dnaG</i> and <i>dpoIII</i> were selected as the best reference genes across all experimental ethanol conditions. Considering single stress experimental modes, <i>dpoIII</i> and <i>dnaG</i> would be suitable to normalize expression level for 8% ethanol shock treatment, while the combination of <i>gyrA, gyrB</i>, and <i>rrs</i> would be suitable for 12% ethanol shock treatment. <i>proC</i> and <i>gyrB</i> revealed the most stable expression in 16% ethanol shock treatment. This study selected and validated for the first time the reference genes for RT-qPCR normalization in <i>O. oeni</i> SD-2a under ethanol stress conditions.",Frontiers in microbiology,2018.0,Switzerland,10.3389/fmicb.2018.00892,Journal Article,,"Oenococcus oeni, RT-qPCR, ethanol stress, normalization, reference gene","geNorm, NormFinder, BestKeeper, RT-qPCR, ethanol stress conditions, <i>Oenococcus oeni</i>, <i>proC, dnaG, rpoA, ldhD, ddlA, rrs, gyrA, gyrB, dpoIII</i>.","<i>Oenococcus oeni (O. oeni)</i>, <i>O. oeni SD-2a</i>, <i>proC, dnaG, rpoA, ldhD, ddlA, rrs, gyrA, gyrB, dpoIII</i>"
35882953,Reference gene selection in bovine caruncular epithelial cells under pregnancy-associated hormones exposure.,"Sozoniuk Magdalena, Jamioł Monika, Kankofer Marta, Kowalczyk Krzysztof","Examination of transcriptional regulation occurring during pregnancy establishment and maintenance requires the identification of endogenous reference genes characterized by high expression stability. Since the expression of some reference genes may be modulated by pregnancy-associated hormones, the goal of our study was to identify suitable reference genes unaffected by hormonal treatment. In our study bovine caruncular epithelial cells were subjected to progesterone, estrogen and prostaglandin F<sub>2α</sub> treatment. Ten candidate reference genes (ACTR1A, CNOT11, HDAC1, HPRT1, RPL19, RPS9, SDHA, SUZ12, UXT and ZNF131) were evaluated with the use of four approaches (geNorm, NormFinder, BestKeeper, delta Ct). We found that RPS9 and SUZ12 displayed the highest expression stability in the tested material. Moreover, HPRT1 and SDHA were found inappropriate for RT-qPCR data normalization as they demonstrated the highest expression variability out of all candidates analysed. Hence geNorm calculations shown that the use of just two best-performing genes would be sufficient for obtaining reliable results, we propose that RPS9 and SUZ12 be used as suitable endogenous controls in future studies investigating gene expression in normal and compromised pregnancies.",Scientific reports,2022.0,England,10.1038/s41598-022-17069-3,"Journal Article, Research Support, Non-U.S. Gov't","Animals, Cattle, Epithelial Cells, Female, Gene Expression Profiling, Gene Expression Regulation, Hormones, Pregnancy, Real-Time Polymerase Chain Reaction, Reference Standards, Ribosomal Proteins",,"[ACTR1A, CNOT11, HDAC1, HPRT1, RPL19, RPS9, SDHA, SUZ12, UXT, ZNF131, geNorm, NormFinder, BestKeeper]","[bovine caruncular epithelial cells]
[ACTR1A, CNOT11, HDAC1, HPRT1, RPL19, RPS9, SDHA, SUZ12, UXT, ZNF131]"
37894879,Selection and Validation of Reference Genes for Reverse-Transcription Quantitative PCR Analysis in <i>Sclerotium rolfsii</i>.,"Jiang Chaofan, Zhou Lin, Zhao Qingchen, Wang Mengke, Shen Sirui, Zhao Te, Cui Kaidi, He Leiming","Reference genes are important for the accuracy of gene expression profiles using reverse-transcription quantitative PCR (RT-qPCR). However, there are no available reference genes reported for <i>Sclerotium rolfsii</i>; it actually has a pretty diverse and wide host range. In this study, seven candidate reference genes (<i>UBC</i>, <i>β-TUB</i>, <i>28S</i>, <i>18S</i>, <i>PGK</i>, <i>EF1α</i> and <i>GAPDH</i>) were validated for their expression stability in <i>S. rolfsii</i> under conditions of different developmental stages, populations, fungicide treatments, photoperiods and pHs. Four algorithm programs (geNorm, Normfinder, Bestkeeper and ΔCt) were used to evaluate the gene expression stability, and RefFinder was used to integrate the ranking results of four programs. Two reference genes were recommended by RefFinder for RT-qPCR normalization in <i>S. rolfsii</i>. The suitable reference genes were <i>GAPDH</i> and <i>UBC</i> across developmental stages, <i>PGK</i> and <i>UBC</i> across populations, <i>GAPDH</i> and <i>PGK</i> across fungicide treatments, <i>EF1α</i> and <i>PGK</i> across photoperiods, <i>β-TUB</i> and <i>EF1α</i> across pHs and <i>PGK</i> and <i>GAPDH</i> across all samples. Four target genes (<i>atrB</i>, <i>PacC</i>, <i>WC1</i> and <i>CAT</i>) were selected for the validation of the suitability of selected reference genes. However, using one or two reference genes in combination to normalize the expression of target genes showed no significant difference in <i>S. rolfsii</i>. In short, this study provided reliable reference genes for studying the expression and function of genes in <i>S. rolfsii</i>.",International journal of molecular sciences,2023.0,Switzerland,10.3390/ijms242015198,Journal Article,"Fungicides, Industrial, Genes, Plant, Transcriptome, Gene Expression Profiling, Basidiomycota, Real-Time Polymerase Chain Reaction, Reference Standards","RT-qPCR, Sclerotium rolfsii, expression stability, reference gene","geNorm, Normfinder, Bestkeeper, ΔCt, RefFinder.
These methods/algorithms are used for evaluating the expression stability of candidate reference genes in S. rolfsii under different conditions.","<i>Sclerotium rolfsii</i>, <i>UBC</i>, <i>β-TUB</i>, <i>28S</i>, <i>18S</i>, <i>PGK</i>, <i>EF1α</i>, <i>GAPDH</i>, <i>atrB</i>, <i>PacC</i>, <i>WC1</i>, <i>CAT</i>"
35645343,Reference Gene Validation for RT-qPCR in PBMCs from Asthmatic Patients with or without Obesity.,"Bantulà Marina, Arismendi Ebymar, Picado César, Mullol Joaquim, Roca-Ferrer Jordi, Tubita Valeria","Obesity is known to impair the efficacy of glucocorticoid medications for asthma control. Glucocorticoid-induced gene expression studies may be useful to discriminate those obese asthmatic patients who present a poor response to glucocorticoids. The expression of genes of interest is normalized with respect to reference genes (RGs). Ideally, RGs have a stable expression in different samples and are not affected by experimental conditions. The objective of this work was to analyze suitable RGs to study the role of glucocorticoid-induced genes in obese asthmatic patients in further research. The gene expression of eight potential RGs (<i>GUSB</i>, <i>B2M</i>, <i>POLR2A</i>, <i>PPIA</i>, <i>ACTB</i>, <i>GAPDH</i>, <i>HPRT1</i>, and <i>TBP</i>) was assessed with reverse transcription-quantitative polymerase chain reaction in peripheral blood mononuclear cells (PBMCs) from asthmatic, obese asthmatic, and healthy individuals. Their stability was analyzed using four different algorithms-BestKeeper, ΔCt, geNorm, and NormFinder. geNorm analysis recommended the use of a minimum of three genes for normalization. Moreover, intergroup variation due to the treatment was calculated by NormFinder, which found that <i>B2M</i> was the gene that was least affected by different treatments. Comprehensive rankings indicated <i>GUSB</i> and <i>HPRT1</i> as the best RGs for qPCR in PBMCs from healthy and asthmatic subjects, while <i>B2M</i> and <i>PPIA</i> were the best for obese asthmatic subjects. Finally, our results demonstrated that <i>B2M</i> and <i>HPRT1</i> were the most stable RGs among all groups, whereas <i>ACTB</i>, <i>TBP</i>, and <i>GAPDH</i> were the worst shared ones.",Methods and protocols,2022.0,Switzerland,10.3390/mps5030035,Journal Article,,"BestKeeper, NormFinder, RT–qPCR, asthma, geNorm, obesity, reference genes, ΔCt","[reverse transcription-quantitative polymerase chain reaction (RT-qPCR), BestKeeper algorithm, ΔCt algorithm, geNorm algorithm, NormFinder algorithm]","[GUSB, B2M, POLR2A, PPIA, ACTB, GAPDH, HPRT1, TBP]
Note: The organisms mentioned in this abstract are all human genes or gene products."
33883657,Identification and selection of reference genes for gene expression analysis by quantitative real-time PCR in Suaeda glauca's response to salinity.,"Wang Meng, Ren Tingting, Marowa Prince, Du Haina, Xu Zongchang","Quantitative real-time polymerase chain reaction (qPCR) using a stable reference gene is widely used for gene expression research. Suaeda glauca L. is a succulent halophyte and medicinal plant that is extensively used for phytoremediation and extraction of medicinal compounds. It thrives under high-salt conditions, which promote the accumulation of high-value secondary metabolites. However, a suitable reference gene has not been identified for gene expression standardization in S. glauca under saline conditions. Here, 10 candidate reference genes, ACT7, ACT11, CCD1, TUA5, UPL1, PP2A, DREB1D, V-H<sup>+</sup>-ATPase, MPK6, and PHT4;5, were selected from S. glauca transcriptome data. Five statistical algorithms (ΔCq, geNorm, NormFinder, BestKeeper, and RefFinder) were applied to determine the expression stabilities of these genes in 72 samples at different salt concentrations in different tissues. PP2A and TUA5 were the most stable reference genes in different tissues and salt treatments, whereas DREB1D was the least stable. The two reference genes were sufficient to normalize gene expression across all sample sets. The suitability of identified reference genes was validated with MYB and AP2 in germinating seeds of S. glauca exposed to different NaCl concentrations. Our study provides a foundational framework for standardizing qPCR analyses, enabling accurate gene expression profiling in S. glauca.",Scientific reports,2021.0,England,10.1038/s41598-021-88151-5,"Journal Article, Research Support, Non-U.S. Gov't","Chenopodiaceae, Gene Expression Profiling, Gene Expression Regulation, Plant, Genes, Plant, Real-Time Polymerase Chain Reaction, Salt Stress, Transcriptome",,"[ACT7, ACT11, CCD1, TUA5, UPL1, PP2A, DREB1D, V-H+ATPase, MPK6, PHT4;5, ΔCq, geNorm, NormFinder, BestKeeper, RefFinder]","[ACT7, ACT11, CCD1, TUA5, PP2A, DREB1D, V-H+ATPase, MPK6, PHT4;5, Suaeda glauca]"
32468259,Identification and validation of reference genes for real-time RT-PCR in Aphelenchoides besseyi.,"Li Junyi, Zhang Zixu, Xu Chunling, Wang Dongwei, Lv Mei, Xie Hui","Fragments of four candidate reference genes of Aphelenchoides besseyi, including actin, glyceraldehyde-3-phosphate dehydrogenase (GAPDH), ubiquitin conjugating-3 enzyme (UBC) and alpha-tubulin (α-tubulin) were cloned from the transcriptome database of A. besseyi. The expression level of these four candidate reference genes and a commonly used reference gene of A. besseyi (18S rRNA) in three experimental conditions, including the four life stages (female, male, juvenile and egg) of two populations and the mixed-stage nematodes of four populations with different origins and hosts were analyzed by RT-qPCR. The expression stability of the five candidate reference genes under the three experimental conditions was analyzed by ΔCt, geNorm, NormFinder and RefFinder respectively. The analysis results of ΔCt, geNorm, NormFinder and RefFinder all indicated that UBC was the gene with the highest average ranking of stability. In conclusion, the expression stability of UBC was optimal under the three experimental conditions, indicating that UBC could be used as a suitable reference gene instead of 18S rRNA in the RT-qPCR analysis for A. besseyi.",Molecular biology reports,2020.0,Netherlands,10.1007/s11033-020-05547-8,Journal Article,"Animals, Gene Expression Profiling, Glyceraldehyde-3-Phosphate Dehydrogenase (Phosphorylating), Nematoda, RNA, Ribosomal, 18S, Real-Time Polymerase Chain Reaction, Reference Standards, Transcriptome, Tubulin, Ubiquitin-Conjugating Enzymes","18S rRNA, Aphelenchoides besseyi, Expression, RT-qPCR, Reference gene","RT-qPCR, ΔCt, geNorm, NormFinder, RefFinder.","Aphelenchoides besseyi, Aphelenchoides besseyi (female, male, juvenile, egg), Aphelenchoides besseyi (four populations)"
36251700,Identification of suitable reference genes for normalization of reverse transcription quantitative real-time PCR (RT-qPCR) in the fibrotic phase of the bleomycin mouse model of pulmonary fibrosis.,"Norman Oula, Koivunen Jarkko, Mäki Joni M, Pihlajaniemi Taina, Heikkinen Anne","Idiopathic pulmonary fibrosis (IPF) is a severe lung disease with a poor prognosis and few treatment options. In the most widely used experimental model for this disease, bleomycin is administered into the lungs of mice, causing a reaction of inflammation and consequent fibrosis that resembles the progression of human IPF. The inflammation and fibrosis together induce changes in gene expression that can be analyzed with reverse transcription quantitative real-time PCR (RT-qPCR), in which accurate normalization with a set of stably expressed reference genes is critical for obtaining reliable results. This work compares ten commonly used candidate reference genes in the late, fibrotic phase of bleomycin-induced pulmonary fibrosis and ranks them from the most to the least stable using NormFinder and geNorm. Sdha, Polr2a and Hprt were identified as the best performing and least variable reference genes when alternating between normal and fibrotic conditions. In order to validate the findings, we investigated the expression of Tnf and Col1a1, representing the hallmarks of inflammation and fibrotic changes, respectively. With the best three genes as references, both were found to be upregulated relative to untreated controls, unlike the situation when analyzed solely with Gapdh, a commonly used reference gene. We therefore recommend Sdha, Polr2a and Hprt as reference genes for RT-qPCR in the 4-week bleomycin challenge that represents the late fibrotic phase.",PloS one,2022.0,United States,10.1371/journal.pone.0276215,"Journal Article, Research Support, Non-U.S. Gov't","Animals, Bleomycin, Gene Expression Profiling, Humans, Hypoxanthine Phosphoribosyltransferase, Inflammation, Mice, Pulmonary Fibrosis, Real-Time Polymerase Chain Reaction, Reference Standards, Reverse Transcription",,"[NormFinder, geNorm, reverse transcription quantitative real-time PCR (RT-qPCR), Sdha, Polr2a, Hprt]","Mice (species), IPF (disease), bleomycin (chemical), lungs (organ)"
34537367,Identification and validation of reference genes for RT-qPCR analysis in fetal rat pancreas.,"Dai Yongguo, Kou Hao, Guo Xiaoling, Gong Zheng, Liu Heze, Liu Yi, Wang Hui, Guo Yu","The choice of reference gene is crucial for quantitative reverse transcriptase-polymerase chain reaction (RT-qPCR) assay. To screen and determine the suitable reference genes in fetal rat pancreas, we selected eight candidate reference genes (Gapdh, Actb, Rn18 s, B2m, Rpl13a, Tbp, Ywhaz and Ubc), and evaluated the constancy of gene expression from fetal rat pancreases in non-pathological situation and prenatal dexamethasone exposure (PDE) model, using four algorithms: GeNorm, NormFinder, Bestkeeper and Comparative ΔCt method. In addition, the alteration of mRNA levels of pancreatic insulin was compared between control and PDE groups to validate the reliability of selected reference genes for data normalization of RT-qPCR. The comprehensive ranking of reference genes under physiological condition was as follow: Gapdh > Actb > Ywhaz > Ubc > Rn18s > Rpl13a > B2m > Tbp (female); Actb > Ywhaz > Gapdh > Ubc > B2m > Rpl13a > Rn18 s | Tbp (male). The top ranking reference genes were also stably expressed in PDE fetal pancreas. The best reference gene combinations are: Ywhaz+Actb for female and Ywhaz+Gapdh for male fetal rat pancreas, respectively. Compared with low ranking or single reference gene, the change trend of insulin mRNA normalized by the best reference gene combination between control and PDE groups was more significant and consistent with that of serum insulin level. In conclusion, our results provided the optimal combination of stable reference genes for RT-qPCR assay in pancreatic developmental toxicity study.","Reproductive toxicology (Elmsford, N.Y.)",2021.0,United States,10.1016/j.reprotox.2021.09.009,"Journal Article, Research Support, Non-U.S. Gov't","Animals, Female, Fetus, Gene Expression, Insulin, Male, Pancreas, Rats, Wistar, Reference Standards, Reproducibility of Results, Reverse Transcriptase Polymerase Chain Reaction, Rats","Fetal rat pancreas, Prenatal dexamethasone exposure, RT-qPCR, Reference genes, Sexual dimorphism","GeNorm, NormFinder, Bestkeeper, Comparative ΔCt method, RT-qPCR.","[Gapdh, Actb, Rn18s, B2m, Rpl13a, Tbp, Ywhaz, Ubc (rat fetal pancreas)]"
39518956,Reference Gene Selection for RT-qPCR Normalization in <i>Toxoplasma gondii</i> Exposed to Broxaldine.,"Qiu Yanhua, Bai Yubin, Wang Weiwei, Wang Qing, Chen Shulin, Zhang Jiyu","Reverse transcription-quantitative real-time polymerase chain reaction (RT-qPCR) is widely used to accurately assess target gene expression. Evaluating gene expression requires the selection of appropriate reference genes. To identify reliable reference genes for <i>Toxoplasma gondii</i> (<i>T. gondii</i>) under varying concentrations of broxaldine (BRO), we employed the ΔCt method, BestKeeper, NormFinder, GeNorm, and the comprehensive web-based platform RefFinder to assess the expression stability of ten candidate reference genes in <i>T. gondii</i>. Herein, our findings reveal that the stability of these candidate reference genes is influenced by different experimental conditions. Under normal conditions, the most stable genes were <i>TGME49_205470</i> and <i>TGME49_226020</i>. However, the most stable genes differed when BRO concentrations were at 1, 2, and 4 μg/mL. Across all samples, <i>TGME49_247220</i> and <i>TGME49_235930</i> were identified as the most stable reference genes. Moreover, we also confirmed the stability of <i>TGME49_247220</i> and <i>TGME49_235930</i> as reference genes through RT-qPCR assays. The present study provides a foundation for applying the RT-qPCR method to investigate target gene expression following BRO treatment in <i>T. gondii</i>.",International journal of molecular sciences,2024.0,Switzerland,10.3390/ijms252111403,Journal Article,"Toxoplasma, Real-Time Polymerase Chain Reaction, Reference Standards, Gene Expression Profiling, Genes, Protozoan","RT-qPCR, Toxoplasma gondii, broxaldine, gene stability, reference genes","[RT-qPCR, ΔCt method, BestKeeper, NormFinder, GeNorm, RefFinder]","<i>Toxoplasma gondii (T. gondii)</i>, <i>TGME49_205470</i>, <i>TGME49_226020</i>, <i>TGME49_247220</i>, <i>TGME49_235930</i>"
38568963,EndoGeneAnalyzer: A tool for selection and validation of reference genes.,"Teixeira Eliel Barbosa, Khayat André Salim, Assumpção Paulo Pimentel, Casseb Samir Mansour, Moreira-Nunes Caroline Aquino, Moreira Fabiano Cordeiro","The selection of proper reference genes is critical for accurate gene expression analysis in all fields of biological and medical research, mainly because there are many distinctions between different tissues and specimens. Given this variability, even in known classic reference genes, demands of a comprehensive analysis platform is needed to identify the most suitable genes for each study. For this purpose, we present an analysis tool for assisting in decision-making in the analysis of reverse transcription-quantitative polymerase chain reaction (RT-qPCR) data. EndoGeneAnalyzer, an open-source web tool for reference gene analysis in RT-qPCR studies, was used to compare the groups/conditions under investigation. This interactive application offers an easy-to-use interface that allows efficient exploration of datasets. Through statistical and stability analyses, EndoGeneAnalyzer assists in the select of the most appropriate reference gene or set of genes for each condition. It also allows researchers to identify and remove unwanted outliers. Moreover, EndoGeneAnalyzer provides a graphical interface to compare the evaluated groups, providing a visually informative differential analysis.",PloS one,2024.0,United States,10.1371/journal.pone.0299993,Journal Article,"Gene Expression Profiling, Real-Time Polymerase Chain Reaction, Reference Standards, Reverse Transcriptase Polymerase Chain Reaction",,"[Statistical analysis, stability analysis, reverse transcription-quantitative polymerase chain reaction (RT-qPCR), EndoGeneAnalyzer]",[No specific organisms mentioned in the abstract]
